#time 	 prey_t	predator1_t	predator2_t
1.120000 1.082714 1.773273 1.656644
1.125000 1.080356 1.773345 1.659402
1.130000 1.078001 1.773415 1.662156
1.135000 1.075649 1.773483 1.664907
1.140000 1.073301 1.773549 1.667654
1.145000 1.070957 1.773613 1.670399
1.150000 1.068617 1.773675 1.673140
1.155000 1.066280 1.773735 1.675877
1.160000 1.063946 1.773793 1.678612
1.165000 1.061617 1.773848 1.681343
1.170000 1.059291 1.773902 1.684070
1.175000 1.056968 1.773954 1.686794
1.180000 1.054649 1.774003 1.689515
1.185000 1.052334 1.774051 1.692232
1.190000 1.050023 1.774096 1.694946
1.195000 1.047715 1.774139 1.697656
1.200000 1.045411 1.774181 1.700363
1.205000 1.043110 1.774220 1.703066
1.210000 1.040813 1.774257 1.705766
1.215000 1.038520 1.774292 1.708462
1.220000 1.036230 1.774325 1.711154
1.225000 1.033944 1.774357 1.713843
1.230000 1.031662 1.774386 1.716528
1.235000 1.029383 1.774413 1.719210
1.240000 1.027108 1.774438 1.721888
1.245000 1.024836 1.774461 1.724563
1.250000 1.022569 1.774482 1.727233
1.255000 1.020304 1.774501 1.729900
1.260000 1.018044 1.774518 1.732563
1.265000 1.015787 1.774533 1.735223
1.270000 1.013534 1.774546 1.737879
1.275000 1.011284 1.774557 1.740531
1.280000 1.009038 1.774566 1.743179
1.285000 1.006796 1.774573 1.745823
1.290000 1.004557 1.774578 1.748464
1.295000 1.002322 1.774581 1.751100
1.300000 1.000091 1.774582 1.753733
1.305000 0.997863 1.774581 1.756362
1.310000 0.995639 1.774578 1.758987
1.315000 0.993419 1.774573 1.761609
1.320000 0.991202 1.774567 1.764226
1.325000 0.988989 1.774558 1.766839
1.330000 0.986780 1.774547 1.769448
1.335000 0.984574 1.774534 1.772054
1.340000 0.982372 1.774520 1.774655
1.345000 0.980173 1.774503 1.777253
1.350000 0.977978 1.774485 1.779846
1.355000 0.975787 1.774464 1.782435
1.360000 0.973600 1.774442 1.785021
1.365000 0.971416 1.774417 1.787602
1.370000 0.969236 1.774391 1.790179
1.375000 0.967059 1.774363 1.792752
1.380000 0.964886 1.774332 1.795321
1.385000 0.962717 1.774300 1.797886
1.390000 0.960551 1.774266 1.800447
1.395000 0.958390 1.774230 1.803003
1.400000 0.956231 1.774192 1.805556
1.405000 0.954077 1.774153 1.808104
1.410000 0.951926 1.774111 1.810648
1.415000 0.949778 1.774067 1.813188
1.420000 0.947635 1.774022 1.815723
1.425000 0.945495 1.773974 1.818254
1.430000 0.943358 1.773925 1.820781
1.435000 0.941226 1.773874 1.823304
1.440000 0.939097 1.773821 1.825823
1.445000 0.936971 1.773766 1.828337
1.450000 0.934850 1.773709 1.830847
1.455000 0.932732 1.773650 1.833352
1.460000 0.930617 1.773590 1.835854
1.465000 0.928507 1.773527 1.838350
1.470000 0.926399 1.773463 1.840843
1.475000 0.924296 1.773397 1.843331
1.480000 0.922196 1.773329 1.845815
1.485000 0.920100 1.773259 1.848294
1.490000 0.918008 1.773187 1.850769
1.495000 0.915919 1.773113 1.853239
1.500000 0.913834 1.773038 1.855705
1.505000 0.911752 1.772961 1.858167
1.510000 0.909674 1.772882 1.860624
1.515000 0.907600 1.772801 1.863076
1.520000 0.905530 1.772718 1.865524
1.525000 0.903463 1.772633 1.867968
1.530000 0.901399 1.772547 1.870407
1.535000 0.899340 1.772458 1.872842
1.540000 0.897284 1.772368 1.875271
1.545000 0.895232 1.772276 1.877697
1.550000 0.893183 1.772183 1.880118
1.555000 0.891138 1.772087 1.882534
1.560000 0.889097 1.771990 1.884946
1.565000 0.887059 1.771890 1.887353
1.570000 0.885025 1.771789 1.889755
1.575000 0.882994 1.771687 1.892153
1.580000 0.880968 1.771582 1.894546
1.585000 0.878944 1.771476 1.896934
1.590000 0.876925 1.771368 1.899318
1.595000 0.874909 1.771258 1.901697
1.600000 0.872897 1.771146 1.904072
1.605000 0.870888 1.771033 1.906441
1.610000 0.868883 1.770918 1.908806
1.615000 0.866882 1.770801 1.911167
1.620000 0.864885 1.770682 1.913522
1.625000 0.862891 1.770561 1.915873
1.630000 0.860900 1.770439 1.918219
1.635000 0.858913 1.770315 1.920560
1.640000 0.856930 1.770189 1.922897
1.645000 0.854951 1.770062 1.925229
1.650000 0.852975 1.769933 1.927556
1.655000 0.851003 1.769802 1.929878
1.660000 0.849034 1.769669 1.932195
1.665000 0.847069 1.769534 1.934508
1.670000 0.845108 1.769398 1.936815
1.675000 0.843150 1.769260 1.939118
1.680000 0.841196 1.769121 1.941416
1.685000 0.839246 1.768979 1.943709
1.690000 0.837299 1.768836 1.945997
1.695000 0.835356 1.768692 1.948281
1.700000 0.833416 1.768545 1.950559
1.705000 0.831480 1.768397 1.952832
1.710000 0.829548 1.768247 1.955101
1.715000 0.827619 1.768096 1.957365
1.720000 0.825694 1.767942 1.959624
1.725000 0.823773 1.767787 1.961877
1.730000 0.821855 1.767631 1.964126
1.735000 0.819941 1.767473 1.966370
1.740000 0.818030 1.767313 1.968609
1.745000 0.816123 1.767151 1.970843
1.750000 0.814219 1.766988 1.973072
1.755000 0.812320 1.766823 1.975296
1.760000 0.810423 1.766656 1.977515
1.765000 0.808531 1.766488 1.979729
1.770000 0.806642 1.766318 1.981938
1.775000 0.804756 1.766146 1.984142
1.780000 0.802875 1.765973 1.986341
1.785000 0.800996 1.765798 1.988535
1.790000 0.799122 1.765622 1.990724
1.795000 0.797251 1.765443 1.992907
1.800000 0.795383 1.765264 1.995086
1.805000 0.793519 1.765082 1.997260
1.810000 0.791659 1.764899 1.999428
1.815000 0.789802 1.764715 2.001592
1.820000 0.787949 1.764528 2.003750
1.825000 0.786100 1.764340 2.005903
1.830000 0.784254 1.764151 2.008052
1.835000 0.782412 1.763960 2.010195
1.840000 0.780573 1.763767 2.012333
1.845000 0.778738 1.763573 2.014465
1.850000 0.776906 1.763377 2.016593
1.855000 0.775078 1.763179 2.018716
1.860000 0.773253 1.762980 2.020833
1.865000 0.771433 1.762780 2.022945
1.870000 0.769615 1.762577 2.025052
1.875000 0.767801 1.762374 2.027154
1.880000 0.765991 1.762168 2.029251
1.885000 0.764185 1.761961 2.031342
1.890000 0.762381 1.761753 2.033429
1.895000 0.760582 1.761543 2.035510
1.900000 0.758786 1.761331 2.037586
1.905000 0.756993 1.761118 2.039657
1.910000 0.755205 1.760903 2.041722
1.915000 0.753419 1.760687 2.043783
1.920000 0.751637 1.760469 2.045838
1.925000 0.749859 1.760249 2.047888
1.930000 0.748084 1.760028 2.049933
1.935000 0.746313 1.759806 2.051972
1.940000 0.744546 1.759582 2.054006
1.945000 0.742781 1.759356 2.056035
1.950000 0.741021 1.759129 2.058059
1.955000 0.739264 1.758901 2.060077
1.960000 0.737510 1.758671 2.062091
1.965000 0.735760 1.758439 2.064099
1.970000 0.734014 1.758206 2.066101
1.975000 0.732271 1.757972 2.068099
1.980000 0.730531 1.757736 2.070091
1.985000 0.728795 1.757498 2.072078
1.990000 0.727063 1.757259 2.074059
1.995000 0.725334 1.757018 2.076035
2.000000 0.723609 1.756776 2.078006
2.005000 0.721887 1.756533 2.079972
2.010000 0.720168 1.756288 2.081932
2.015000 0.718453 1.756041 2.083887
2.020000 0.716742 1.755793 2.085837
2.025000 0.715034 1.755544 2.087782
2.030000 0.713330 1.755293 2.089721
2.035000 0.711629 1.755041 2.091655
2.040000 0.709931 1.754787 2.093583
2.045000 0.708237 1.754532 2.095506
2.050000 0.706547 1.754275 2.097424
2.055000 0.704860 1.754017 2.099336
2.060000 0.703176 1.753757 2.101244
2.065000 0.701496 1.753496 2.103145
2.070000 0.699819 1.753234 2.105042
2.075000 0.698146 1.752970 2.106933
2.080000 0.696476 1.752705 2.108819
2.085000 0.694810 1.752438 2.110699
2.090000 0.693147 1.752170 2.112574
2.095000 0.691488 1.751901 2.114444
2.100000 0.689832 1.751630 2.116308
2.105000 0.688180 1.751357 2.118167
2.110000 0.686531 1.751083 2.120021
2.115000 0.684885 1.750808 2.121869
2.120000 0.683243 1.750532 2.123712
2.125000 0.681604 1.750254 2.125549
2.130000 0.679969 1.749974 2.127381
2.135000 0.678337 1.749694 2.129208
2.140000 0.676709 1.749412 2.131029
2.145000 0.675084 1.749128 2.132845
2.150000 0.673463 1.748843 2.134656
2.155000 0.671844 1.748557 2.136461
2.160000 0.670230 1.748270 2.138261
2.165000 0.668618 1.747981 2.140055
2.170000 0.667011 1.747690 2.141845
2.175000 0.665406 1.747399 2.143628
2.180000 0.663805 1.747106 2.145406
2.185000 0.662207 1.746811 2.147179
2.190000 0.660613 1.746516 2.148947
2.195000 0.659022 1.746219 2.150709
2.200000 0.657434 1.745920 2.152465
2.205000 0.655850 1.745620 2.154217
2.210000 0.654270 1.745319 2.155963
2.215000 0.652692 1.745017 2.157703
2.220000 0.651118 1.744713 2.159438
2.225000 0.649548 1.744408 2.161168
2.230000 0.647980 1.744102 2.162892
2.235000 0.646416 1.743794 2.164611
2.240000 0.644856 1.743485 2.166325
2.245000 0.643299 1.743175 2.168033
2.250000 0.641745 1.742864 2.169735
2.255000 0.640194 1.742551 2.171433
2.260000 0.638647 1.742237 2.173124
2.265000 0.637103 1.741921 2.174811
2.270000 0.635563 1.741605 2.176492
2.275000 0.634026 1.741287 2.178168
2.280000 0.632492 1.740967 2.179838
2.285000 0.630961 1.740647 2.181503
2.290000 0.629434 1.740325 2.183162
2.295000 0.627911 1.740002 2.184816
2.300000 0.626390 1.739677 2.186465
2.305000 0.624873 1.739352 2.188108
2.310000 0.623359 1.739025 2.189746
2.315000 0.621848 1.738697 2.191378
2.320000 0.620341 1.738368 2.193005
2.325000 0.618837 1.738037 2.194627
2.330000 0.617336 1.737705 2.196243
2.335000 0.615839 1.737372 2.197854
2.340000 0.614345 1.737038 2.199459
2.345000 0.612854 1.736702 2.201059
2.350000 0.611367 1.736365 2.202654
2.355000 0.609882 1.736027 2.204243
2.360000 0.608401 1.735688 2.205827
2.365000 0.606924 1.735348 2.207405
2.370000 0.605449 1.735006 2.208979
2.375000 0.603978 1.734663 2.210546
2.380000 0.602510 1.734319 2.212108
2.385000 0.601045 1.733974 2.213665
2.390000 0.599584 1.733627 2.215217
2.395000 0.598126 1.733279 2.216763
2.400000 0.596671 1.732931 2.218304
2.405000 0.595219 1.732581 2.219839
2.410000 0.593770 1.732229 2.221369
2.415000 0.592325 1.731877 2.222894
2.420000 0.590883 1.731523 2.224413
2.425000 0.589444 1.731168 2.225927
2.430000 0.588009 1.730812 2.227435
2.435000 0.586576 1.730455 2.228938
2.440000 0.585147 1.730097 2.230436
2.445000 0.583721 1.729738 2.231928
2.450000 0.582298 1.729377 2.233415
2.455000 0.580879 1.729015 2.234897
2.460000 0.579462 1.728652 2.236373
2.465000 0.578049 1.728288 2.237844
2.470000 0.576639 1.727923 2.239310
2.475000 0.575232 1.727557 2.240770
2.480000 0.573829 1.727189 2.242225
2.485000 0.572428 1.726821 2.243674
2.490000 0.571031 1.726451 2.245119
2.495000 0.569637 1.726080 2.246557
2.500000 0.568246 1.725708 2.247991
2.505000 0.566858 1.725335 2.249419
2.510000 0.565473 1.724961 2.250842
2.515000 0.564092 1.724585 2.252259
2.520000 0.562713 1.724209 2.253672
2.525000 0.561338 1.723832 2.255078
2.530000 0.559966 1.723453 2.256480
2.535000 0.558597 1.723073 2.257876
2.540000 0.557231 1.722692 2.259267
2.545000 0.555868 1.722310 2.260653
2.550000 0.554509 1.721927 2.262033
2.555000 0.553152 1.721543 2.263408
2.560000 0.551799 1.721158 2.264777
2.565000 0.550448 1.720772 2.266142
2.570000 0.549101 1.720385 2.267501
2.575000 0.547757 1.719996 2.268855
2.580000 0.546416 1.719607 2.270203
2.585000 0.545078 1.719216 2.271546
2.590000 0.543743 1.718825 2.272884
2.595000 0.542411 1.718432 2.274217
2.600000 0.541083 1.718038 2.275544
2.605000 0.539757 1.717643 2.276866
2.610000 0.538434 1.717248 2.278183
2.615000 0.537115 1.716851 2.279495
2.620000 0.535798 1.716453 2.280801
2.625000 0.534485 1.716054 2.282102
2.630000 0.533174 1.715654 2.283398
2.635000 0.531867 1.715253 2.284689
2.640000 0.530563 1.714851 2.285974
2.645000 0.529261 1.714448 2.287254
2.650000 0.527963 1.714044 2.288529
2.655000 0.526668 1.713639 2.289799
2.660000 0.525376 1.713233 2.291063
2.665000 0.524087 1.712826 2.292322
2.670000 0.522800 1.712418 2.293576
2.675000 0.521517 1.712009 2.294825
2.680000 0.520237 1.711599 2.296069
2.685000 0.518960 1.711188 2.297307
2.690000 0.517686 1.710776 2.298540
2.695000 0.516414 1.710362 2.299768
2.700000 0.515146 1.709948 2.300991
2.705000 0.513881 1.709533 2.302208
2.710000 0.512619 1.709117 2.303421
2.715000 0.511359 1.708700 2.304628
2.720000 0.510103 1.708282 2.305830
2.725000 0.508850 1.707864 2.307027
2.730000 0.507599 1.707444 2.308219
2.735000 0.506352 1.707023 2.309406
2.740000 0.505107 1.706601 2.310587
2.745000 0.503866 1.706178 2.311763
2.750000 0.502627 1.705754 2.312934
2.755000 0.501391 1.705330 2.314101
2.760000 0.500158 1.704904 2.315261
2.765000 0.498928 1.704478 2.316417
2.770000 0.497701 1.704050 2.317568
2.775000 0.496477 1.703622 2.318714
2.780000 0.495256 1.703192 2.319854
2.785000 0.494038 1.702762 2.320989
2.790000 0.492823 1.702331 2.322120
2.795000 0.491610 1.701899 2.323245
2.800000 0.490401 1.701466 2.324365
2.805000 0.489194 1.701032 2.325480
2.810000 0.487990 1.700597 2.326590
2.815000 0.486789 1.700161 2.327695
2.820000 0.485591 1.699724 2.328795
2.825000 0.484396 1.699286 2.329889
2.830000 0.483203 1.698848 2.330979
2.835000 0.482014 1.698409 2.332064
2.840000 0.480827 1.697968 2.333143
2.845000 0.479644 1.697527 2.334218
2.850000 0.478463 1.697085 2.335287
2.855000 0.477284 1.696642 2.336352
2.860000 0.476109 1.696198 2.337412
2.865000 0.474937 1.695753 2.338466
2.870000 0.473767 1.695308 2.339516
2.875000 0.472600 1.694861 2.340560
2.880000 0.471436 1.694414 2.341600
2.885000 0.470275 1.693966 2.342634
2.890000 0.469117 1.693516 2.343664
2.895000 0.467961 1.693066 2.344688
2.900000 0.466808 1.692616 2.345708
2.905000 0.465658 1.692164 2.346723
2.910000 0.464511 1.691711 2.347732
2.915000 0.463366 1.691258 2.348737
2.920000 0.462225 1.690804 2.349737
2.925000 0.461086 1.690349 2.350732
2.930000 0.459949 1.689893 2.351722
2.935000 0.458816 1.689436 2.352707
2.940000 0.457685 1.688979 2.353687
2.945000 0.456557 1.688520 2.354662
2.950000 0.455432 1.688061 2.355632
2.955000 0.454310 1.687601 2.356598
2.960000 0.453190 1.687140 2.357558
2.965000 0.452073 1.686678 2.358514
2.970000 0.450959 1.686216 2.359465
2.975000 0.449847 1.685753 2.360410
2.980000 0.448739 1.685289 2.361351
2.985000 0.447632 1.684824 2.362288
2.990000 0.446529 1.684358 2.363219
2.995000 0.445428 1.683891 2.364145
3.000000 0.444330 1.683424 2.365067
3.005000 0.443235 1.682956 2.365984
3.010000 0.442142 1.682487 2.366896
3.015000 0.441052 1.682017 2.367803
3.020000 0.439965 1.681547 2.368705
3.025000 0.438880 1.681076 2.369603
3.030000 0.437798 1.680604 2.370496
3.035000 0.436719 1.680131 2.371384
3.040000 0.435643 1.679657 2.372267
3.045000 0.434569 1.679183 2.373145
3.050000 0.433497 1.678708 2.374019
3.055000 0.432428 1.678232 2.374888
3.060000 0.431362 1.677755 2.375752
3.065000 0.430299 1.677278 2.376611
3.070000 0.429238 1.676800 2.377466
3.075000 0.428180 1.676321 2.378316
3.080000 0.427124 1.675841 2.379161
3.085000 0.426071 1.675361 2.380001
3.090000 0.425021 1.674880 2.380837
3.095000 0.423973 1.674398 2.381668
3.100000 0.422928 1.673915 2.382494
3.105000 0.421885 1.673432 2.383316
3.110000 0.420845 1.672948 2.384133
3.115000 0.419808 1.672463 2.384945
3.120000 0.418773 1.671977 2.385753
3.125000 0.417741 1.671491 2.386556
3.130000 0.416711 1.671004 2.387354
3.135000 0.415684 1.670516 2.388148
3.140000 0.414659 1.670028 2.388937
3.145000 0.413637 1.669539 2.389721
3.150000 0.412618 1.669049 2.390501
3.155000 0.411601 1.668558 2.391276
3.160000 0.410586 1.668067 2.392047
3.165000 0.409575 1.667575 2.392813
3.170000 0.408565 1.667083 2.393574
3.175000 0.407558 1.666589 2.394331
3.180000 0.406554 1.666095 2.395083
3.185000 0.405552 1.665601 2.395831
3.190000 0.404553 1.665105 2.396574
3.195000 0.403556 1.664609 2.397312
3.200000 0.402562 1.664112 2.398046
3.205000 0.401570 1.663615 2.398776
3.210000 0.400580 1.663117 2.399501
3.215000 0.399594 1.662618 2.400221
3.220000 0.398609 1.662119 2.400937
3.225000 0.397627 1.661618 2.401648
3.230000 0.396648 1.661118 2.402355
3.235000 0.395671 1.660616 2.403058
3.240000 0.394696 1.660114 2.403755
3.245000 0.393724 1.659611 2.404449
3.250000 0.392755 1.659108 2.405138
3.255000 0.391787 1.658604 2.405822
3.260000 0.390823 1.658099 2.406502
3.265000 0.389860 1.657594 2.407178
3.270000 0.388900 1.657088 2.407849
3.275000 0.387943 1.656581 2.408516
3.280000 0.386988 1.656074 2.409178
3.285000 0.386035 1.655566 2.409836
3.290000 0.385085 1.655057 2.410489
3.295000 0.384137 1.654548 2.411138
3.300000 0.383192 1.654038 2.411783
3.305000 0.382248 1.653528 2.412423
3.310000 0.381308 1.653017 2.413059
3.315000 0.380369 1.652505 2.413690
3.320000 0.379434 1.651993 2.414318
3.325000 0.378500 1.651480 2.414940
3.330000 0.377569 1.650967 2.415559
3.335000 0.376640 1.650452 2.416173
3.340000 0.375714 1.649938 2.416783
3.345000 0.374789 1.649422 2.417388
3.350000 0.373868 1.648907 2.417990
3.355000 0.372948 1.648390 2.418586
3.360000 0.372031 1.647873 2.419179
3.365000 0.371116 1.647355 2.419767
3.370000 0.370204 1.646837 2.420351
3.375000 0.369294 1.646318 2.420931
3.380000 0.368386 1.645799 2.421506
3.385000 0.367481 1.645279 2.422078
3.390000 0.366577 1.644758 2.422645
3.395000 0.365676 1.644237 2.423207
3.400000 0.364778 1.643715 2.423766
3.405000 0.363882 1.643193 2.424320
3.410000 0.362988 1.642670 2.424870
3.415000 0.362096 1.642146 2.425416
3.420000 0.361206 1.641622 2.425958
3.425000 0.360319 1.641098 2.426495
3.430000 0.359434 1.640572 2.427029
3.435000 0.358552 1.640047 2.427558
3.440000 0.357671 1.639520 2.428083
3.445000 0.356793 1.638994 2.428603
3.450000 0.355917 1.638466 2.429120
3.455000 0.355044 1.637938 2.429633
3.460000 0.354172 1.637410 2.430141
3.465000 0.353303 1.636881 2.430645
3.470000 0.352436 1.636351 2.431145
3.475000 0.351572 1.635821 2.431641
3.480000 0.350709 1.635290 2.432133
