#time 	 prey_t	predator1_t	predator2_t
104.090000 0.990733 0.417521 0.417521
104.095000 0.990732 0.417519 0.417519
104.100000 0.990732 0.417518 0.417518
104.105000 0.990732 0.417516 0.417516
104.110000 0.990731 0.417514 0.417514
104.115000 0.990731 0.417512 0.417512
104.120000 0.990731 0.417510 0.417510
104.125000 0.990731 0.417508 0.417508
104.130000 0.990730 0.417506 0.417506
104.135000 0.990730 0.417504 0.417504
104.140000 0.990730 0.417502 0.417502
104.145000 0.990729 0.417500 0.417500
104.150000 0.990729 0.417498 0.417498
104.155000 0.990729 0.417496 0.417496
104.160000 0.990729 0.417494 0.417494
104.165000 0.990728 0.417492 0.417492
104.170000 0.990728 0.417490 0.417490
104.175000 0.990728 0.417489 0.417489
104.180000 0.990728 0.417487 0.417487
104.185000 0.990727 0.417485 0.417485
104.190000 0.990727 0.417483 0.417483
104.195000 0.990727 0.417481 0.417481
104.200000 0.990726 0.417479 0.417479
104.205000 0.990726 0.417477 0.417477
104.210000 0.990726 0.417475 0.417475
104.215000 0.990726 0.417473 0.417473
104.220000 0.990725 0.417471 0.417471
104.225000 0.990725 0.417469 0.417469
104.230000 0.990725 0.417467 0.417467
104.235000 0.990725 0.417465 0.417465
104.240000 0.990725 0.417463 0.417463
104.245000 0.990724 0.417461 0.417461
104.250000 0.990724 0.417459 0.417459
104.255000 0.990724 0.417458 0.417458
104.260000 0.990724 0.417456 0.417456
104.265000 0.990723 0.417454 0.417454
104.270000 0.990723 0.417452 0.417452
104.275000 0.990723 0.417450 0.417450
104.280000 0.990723 0.417448 0.417448
104.285000 0.990722 0.417446 0.417446
104.290000 0.990722 0.417444 0.417444
104.295000 0.990722 0.417442 0.417442
104.300000 0.990722 0.417440 0.417440
104.305000 0.990722 0.417438 0.417438
104.310000 0.990721 0.417436 0.417436
104.315000 0.990721 0.417434 0.417434
104.320000 0.990721 0.417432 0.417432
104.325000 0.990721 0.417430 0.417430
104.330000 0.990721 0.417429 0.417429
104.335000 0.990720 0.417427 0.417427
104.340000 0.990720 0.417425 0.417425
104.345000 0.990720 0.417423 0.417423
104.350000 0.990720 0.417421 0.417421
104.355000 0.990720 0.417419 0.417419
104.360000 0.990719 0.417417 0.417417
104.365000 0.990719 0.417415 0.417415
104.370000 0.990719 0.417413 0.417413
104.375000 0.990719 0.417411 0.417411
104.380000 0.990719 0.417409 0.417409
104.385000 0.990718 0.417407 0.417407
104.390000 0.990718 0.417405 0.417405
104.395000 0.990718 0.417403 0.417403
104.400000 0.990718 0.417401 0.417401
104.405000 0.990718 0.417399 0.417399
104.410000 0.990718 0.417398 0.417398
104.415000 0.990717 0.417396 0.417396
104.420000 0.990717 0.417394 0.417394
104.425000 0.990717 0.417392 0.417392
104.430000 0.990717 0.417390 0.417390
104.435000 0.990717 0.417388 0.417388
104.440000 0.990717 0.417386 0.417386
104.445000 0.990716 0.417384 0.417384
104.450000 0.990716 0.417382 0.417382
104.455000 0.990716 0.417380 0.417380
104.460000 0.990716 0.417378 0.417378
104.465000 0.990716 0.417376 0.417376
104.470000 0.990716 0.417374 0.417374
104.475000 0.990715 0.417372 0.417372
104.480000 0.990715 0.417370 0.417370
104.485000 0.990715 0.417368 0.417368
104.490000 0.990715 0.417367 0.417367
104.495000 0.990715 0.417365 0.417365
104.500000 0.990715 0.417363 0.417363
104.505000 0.990715 0.417361 0.417361
104.510000 0.990714 0.417359 0.417359
104.515000 0.990714 0.417357 0.417357
104.520000 0.990714 0.417355 0.417355
104.525000 0.990714 0.417353 0.417353
104.530000 0.990714 0.417351 0.417351
104.535000 0.990714 0.417349 0.417349
104.540000 0.990714 0.417347 0.417347
104.545000 0.990714 0.417345 0.417345
104.550000 0.990714 0.417343 0.417343
104.555000 0.990713 0.417341 0.417341
104.560000 0.990713 0.417339 0.417339
104.565000 0.990713 0.417337 0.417337
104.570000 0.990713 0.417336 0.417336
104.575000 0.990713 0.417334 0.417334
104.580000 0.990713 0.417332 0.417332
104.585000 0.990713 0.417330 0.417330
104.590000 0.990713 0.417328 0.417328
104.595000 0.990713 0.417326 0.417326
104.600000 0.990712 0.417324 0.417324
104.605000 0.990712 0.417322 0.417322
104.610000 0.990712 0.417320 0.417320
104.615000 0.990712 0.417318 0.417318
104.620000 0.990712 0.417316 0.417316
104.625000 0.990712 0.417314 0.417314
104.630000 0.990712 0.417312 0.417312
104.635000 0.990712 0.417310 0.417310
104.640000 0.990712 0.417308 0.417308
104.645000 0.990712 0.417306 0.417306
104.650000 0.990712 0.417304 0.417304
104.655000 0.990712 0.417303 0.417303
104.660000 0.990711 0.417301 0.417301
104.665000 0.990711 0.417299 0.417299
104.670000 0.990711 0.417297 0.417297
104.675000 0.990711 0.417295 0.417295
104.680000 0.990711 0.417293 0.417293
104.685000 0.990711 0.417291 0.417291
104.690000 0.990711 0.417289 0.417289
104.695000 0.990711 0.417287 0.417287
104.700000 0.990711 0.417285 0.417285
104.705000 0.990711 0.417283 0.417283
104.710000 0.990711 0.417281 0.417281
104.715000 0.990711 0.417279 0.417279
104.720000 0.990711 0.417277 0.417277
104.725000 0.990711 0.417275 0.417275
104.730000 0.990711 0.417273 0.417273
104.735000 0.990711 0.417272 0.417272
104.740000 0.990711 0.417270 0.417270
104.745000 0.990711 0.417268 0.417268
104.750000 0.990710 0.417266 0.417266
104.755000 0.990710 0.417264 0.417264
104.760000 0.990710 0.417262 0.417262
104.765000 0.990710 0.417260 0.417260
104.770000 0.990710 0.417258 0.417258
104.775000 0.990710 0.417256 0.417256
104.780000 0.990710 0.417254 0.417254
104.785000 0.990710 0.417252 0.417252
104.790000 0.990710 0.417250 0.417250
104.795000 0.990710 0.417248 0.417248
104.800000 0.990710 0.417246 0.417246
104.805000 0.990710 0.417244 0.417244
104.810000 0.990710 0.417242 0.417242
104.815000 0.990710 0.417241 0.417241
104.820000 0.990710 0.417239 0.417239
104.825000 0.990710 0.417237 0.417237
104.830000 0.990710 0.417235 0.417235
104.835000 0.990710 0.417233 0.417233
104.840000 0.990710 0.417231 0.417231
104.845000 0.990710 0.417229 0.417229
104.850000 0.990710 0.417227 0.417227
104.855000 0.990710 0.417225 0.417225
104.860000 0.990710 0.417223 0.417223
104.865000 0.990710 0.417221 0.417221
104.870000 0.990710 0.417219 0.417219
104.875000 0.990710 0.417217 0.417217
104.880000 0.990710 0.417215 0.417215
104.885000 0.990710 0.417213 0.417213
104.890000 0.990710 0.417211 0.417211
104.895000 0.990710 0.417210 0.417210
104.900000 0.990710 0.417208 0.417208
104.905000 0.990710 0.417206 0.417206
104.910000 0.990710 0.417204 0.417204
104.915000 0.990710 0.417202 0.417202
104.920000 0.990710 0.417200 0.417200
104.925000 0.990710 0.417198 0.417198
104.930000 0.990710 0.417196 0.417196
104.935000 0.990710 0.417194 0.417194
104.940000 0.990711 0.417192 0.417192
104.945000 0.990711 0.417190 0.417190
104.950000 0.990711 0.417188 0.417188
104.955000 0.990711 0.417186 0.417186
104.960000 0.990711 0.417184 0.417184
104.965000 0.990711 0.417182 0.417182
104.970000 0.990711 0.417180 0.417180
104.975000 0.990711 0.417179 0.417179
104.980000 0.990711 0.417177 0.417177
104.985000 0.990711 0.417175 0.417175
104.990000 0.990711 0.417173 0.417173
104.995000 0.990711 0.417171 0.417171
105.000000 0.990711 0.417169 0.417169
105.005000 0.990711 0.417167 0.417167
105.010000 0.990711 0.417165 0.417165
105.015000 0.990711 0.417163 0.417163
105.020000 0.990711 0.417161 0.417161
105.025000 0.990711 0.417159 0.417159
105.030000 0.990711 0.417157 0.417157
105.035000 0.990712 0.417155 0.417155
105.040000 0.990712 0.417153 0.417153
105.045000 0.990712 0.417151 0.417151
105.050000 0.990712 0.417149 0.417149
105.055000 0.990712 0.417148 0.417148
105.060000 0.990712 0.417146 0.417146
105.065000 0.990712 0.417144 0.417144
105.070000 0.990712 0.417142 0.417142
105.075000 0.990712 0.417140 0.417140
105.080000 0.990712 0.417138 0.417138
105.085000 0.990712 0.417136 0.417136
105.090000 0.990712 0.417134 0.417134
105.095000 0.990713 0.417132 0.417132
105.100000 0.990713 0.417130 0.417130
105.105000 0.990713 0.417128 0.417128
105.110000 0.990713 0.417126 0.417126
105.115000 0.990713 0.417124 0.417124
105.120000 0.990713 0.417122 0.417122
105.125000 0.990713 0.417120 0.417120
105.130000 0.990713 0.417118 0.417118
105.135000 0.990713 0.417117 0.417117
105.140000 0.990713 0.417115 0.417115
105.145000 0.990714 0.417113 0.417113
105.150000 0.990714 0.417111 0.417111
105.155000 0.990714 0.417109 0.417109
105.160000 0.990714 0.417107 0.417107
105.165000 0.990714 0.417105 0.417105
105.170000 0.990714 0.417103 0.417103
105.175000 0.990714 0.417101 0.417101
105.180000 0.990714 0.417099 0.417099
105.185000 0.990715 0.417097 0.417097
105.190000 0.990715 0.417095 0.417095
105.195000 0.990715 0.417093 0.417093
105.200000 0.990715 0.417091 0.417091
105.205000 0.990715 0.417089 0.417089
105.210000 0.990715 0.417087 0.417087
105.215000 0.990715 0.417086 0.417086
105.220000 0.990716 0.417084 0.417084
105.225000 0.990716 0.417082 0.417082
105.230000 0.990716 0.417080 0.417080
105.235000 0.990716 0.417078 0.417078
105.240000 0.990716 0.417076 0.417076
105.245000 0.990716 0.417074 0.417074
105.250000 0.990716 0.417072 0.417072
105.255000 0.990717 0.417070 0.417070
105.260000 0.990717 0.417068 0.417068
105.265000 0.990717 0.417066 0.417066
105.270000 0.990717 0.417064 0.417064
105.275000 0.990717 0.417062 0.417062
105.280000 0.990717 0.417060 0.417060
105.285000 0.990718 0.417058 0.417058
105.290000 0.990718 0.417057 0.417057
105.295000 0.990718 0.417055 0.417055
105.300000 0.990718 0.417053 0.417053
105.305000 0.990718 0.417051 0.417051
105.310000 0.990718 0.417049 0.417049
105.315000 0.990719 0.417047 0.417047
105.320000 0.990719 0.417045 0.417045
105.325000 0.990719 0.417043 0.417043
105.330000 0.990719 0.417041 0.417041
105.335000 0.990719 0.417039 0.417039
105.340000 0.990719 0.417037 0.417037
105.345000 0.990720 0.417035 0.417035
105.350000 0.990720 0.417033 0.417033
105.355000 0.990720 0.417031 0.417031
105.360000 0.990720 0.417029 0.417029
105.365000 0.990720 0.417027 0.417027
105.370000 0.990721 0.417026 0.417026
105.375000 0.990721 0.417024 0.417024
105.380000 0.990721 0.417022 0.417022
105.385000 0.990721 0.417020 0.417020
105.390000 0.990721 0.417018 0.417018
105.395000 0.990722 0.417016 0.417016
105.400000 0.990722 0.417014 0.417014
105.405000 0.990722 0.417012 0.417012
105.410000 0.990722 0.417010 0.417010
105.415000 0.990722 0.417008 0.417008
105.420000 0.990723 0.417006 0.417006
105.425000 0.990723 0.417004 0.417004
105.430000 0.990723 0.417002 0.417002
105.435000 0.990723 0.417000 0.417000
105.440000 0.990723 0.416998 0.416998
105.445000 0.990724 0.416997 0.416997
105.450000 0.990724 0.416995 0.416995
105.455000 0.990724 0.416993 0.416993
105.460000 0.990724 0.416991 0.416991
105.465000 0.990725 0.416989 0.416989
105.470000 0.990725 0.416987 0.416987
105.475000 0.990725 0.416985 0.416985
105.480000 0.990725 0.416983 0.416983
105.485000 0.990726 0.416981 0.416981
105.490000 0.990726 0.416979 0.416979
105.495000 0.990726 0.416977 0.416977
105.500000 0.990726 0.416975 0.416975
105.505000 0.990727 0.416973 0.416973
105.510000 0.990727 0.416971 0.416971
105.515000 0.990727 0.416969 0.416969
105.520000 0.990727 0.416968 0.416968
105.525000 0.990727 0.416966 0.416966
105.530000 0.990728 0.416964 0.416964
105.535000 0.990728 0.416962 0.416962
105.540000 0.990728 0.416960 0.416960
105.545000 0.990729 0.416958 0.416958
105.550000 0.990729 0.416956 0.416956
105.555000 0.990729 0.416954 0.416954
105.560000 0.990729 0.416952 0.416952
105.565000 0.990730 0.416950 0.416950
105.570000 0.990730 0.416948 0.416948
105.575000 0.990730 0.416946 0.416946
105.580000 0.990730 0.416944 0.416944
105.585000 0.990731 0.416942 0.416942
105.590000 0.990731 0.416940 0.416940
105.595000 0.990731 0.416939 0.416939
105.600000 0.990731 0.416937 0.416937
105.605000 0.990732 0.416935 0.416935
105.610000 0.990732 0.416933 0.416933
105.615000 0.990732 0.416931 0.416931
105.620000 0.990733 0.416929 0.416929
105.625000 0.990733 0.416927 0.416927
105.630000 0.990733 0.416925 0.416925
105.635000 0.990733 0.416923 0.416923
105.640000 0.990734 0.416921 0.416921
105.645000 0.990734 0.416919 0.416919
105.650000 0.990734 0.416917 0.416917
105.655000 0.990735 0.416915 0.416915
105.660000 0.990735 0.416913 0.416913
105.665000 0.990735 0.416911 0.416911
105.670000 0.990736 0.416910 0.416910
105.675000 0.990736 0.416908 0.416908
105.680000 0.990736 0.416906 0.416906
105.685000 0.990736 0.416904 0.416904
105.690000 0.990737 0.416902 0.416902
105.695000 0.990737 0.416900 0.416900
105.700000 0.990737 0.416898 0.416898
105.705000 0.990738 0.416896 0.416896
105.710000 0.990738 0.416894 0.416894
105.715000 0.990738 0.416892 0.416892
105.720000 0.990739 0.416890 0.416890
105.725000 0.990739 0.416888 0.416888
105.730000 0.990739 0.416886 0.416886
105.735000 0.990740 0.416884 0.416884
105.740000 0.990740 0.416883 0.416883
105.745000 0.990740 0.416881 0.416881
105.750000 0.990741 0.416879 0.416879
105.755000 0.990741 0.416877 0.416877
105.760000 0.990741 0.416875 0.416875
105.765000 0.990742 0.416873 0.416873
105.770000 0.990742 0.416871 0.416871
105.775000 0.990742 0.416869 0.416869
105.780000 0.990743 0.416867 0.416867
105.785000 0.990743 0.416865 0.416865
105.790000 0.990743 0.416863 0.416863
105.795000 0.990744 0.416861 0.416861
105.800000 0.990744 0.416859 0.416859
105.805000 0.990744 0.416857 0.416857
105.810000 0.990745 0.416856 0.416856
105.815000 0.990745 0.416854 0.416854
105.820000 0.990745 0.416852 0.416852
105.825000 0.990746 0.416850 0.416850
105.830000 0.990746 0.416848 0.416848
105.835000 0.990746 0.416846 0.416846
105.840000 0.990747 0.416844 0.416844
105.845000 0.990747 0.416842 0.416842
105.850000 0.990748 0.416840 0.416840
105.855000 0.990748 0.416838 0.416838
105.860000 0.990748 0.416836 0.416836
105.865000 0.990749 0.416834 0.416834
105.870000 0.990749 0.416832 0.416832
105.875000 0.990749 0.416830 0.416830
105.880000 0.990750 0.416829 0.416829
105.885000 0.990750 0.416827 0.416827
105.890000 0.990750 0.416825 0.416825
105.895000 0.990751 0.416823 0.416823
105.900000 0.990751 0.416821 0.416821
105.905000 0.990752 0.416819 0.416819
105.910000 0.990752 0.416817 0.416817
105.915000 0.990752 0.416815 0.416815
105.920000 0.990753 0.416813 0.416813
105.925000 0.990753 0.416811 0.416811
105.930000 0.990754 0.416809 0.416809
105.935000 0.990754 0.416807 0.416807
105.940000 0.990754 0.416805 0.416805
105.945000 0.990755 0.416803 0.416803
105.950000 0.990755 0.416802 0.416802
105.955000 0.990756 0.416800 0.416800
105.960000 0.990756 0.416798 0.416798
105.965000 0.990756 0.416796 0.416796
105.970000 0.990757 0.416794 0.416794
105.975000 0.990757 0.416792 0.416792
105.980000 0.990758 0.416790 0.416790
105.985000 0.990758 0.416788 0.416788
105.990000 0.990758 0.416786 0.416786
105.995000 0.990759 0.416784 0.416784
106.000000 0.990759 0.416782 0.416782
106.005000 0.990760 0.416780 0.416780
106.010000 0.990760 0.416778 0.416778
106.015000 0.990760 0.416776 0.416776
106.020000 0.990761 0.416775 0.416775
106.025000 0.990761 0.416773 0.416773
106.030000 0.990762 0.416771 0.416771
106.035000 0.990762 0.416769 0.416769
106.040000 0.990763 0.416767 0.416767
106.045000 0.990763 0.416765 0.416765
106.050000 0.990763 0.416763 0.416763
106.055000 0.990764 0.416761 0.416761
106.060000 0.990764 0.416759 0.416759
106.065000 0.990765 0.416757 0.416757
106.070000 0.990765 0.416755 0.416755
106.075000 0.990766 0.416753 0.416753
106.080000 0.990766 0.416751 0.416751
106.085000 0.990766 0.416750 0.416750
106.090000 0.990767 0.416748 0.416748
106.095000 0.990767 0.416746 0.416746
106.100000 0.990768 0.416744 0.416744
106.105000 0.990768 0.416742 0.416742
106.110000 0.990769 0.416740 0.416740
106.115000 0.990769 0.416738 0.416738
106.120000 0.990770 0.416736 0.416736
106.125000 0.990770 0.416734 0.416734
106.130000 0.990771 0.416732 0.416732
106.135000 0.990771 0.416730 0.416730
106.140000 0.990771 0.416728 0.416728
106.145000 0.990772 0.416726 0.416726
106.150000 0.990772 0.416725 0.416725
106.155000 0.990773 0.416723 0.416723
106.160000 0.990773 0.416721 0.416721
106.165000 0.990774 0.416719 0.416719
106.170000 0.990774 0.416717 0.416717
106.175000 0.990775 0.416715 0.416715
106.180000 0.990775 0.416713 0.416713
106.185000 0.990776 0.416711 0.416711
106.190000 0.990776 0.416709 0.416709
106.195000 0.990777 0.416707 0.416707
106.200000 0.990777 0.416705 0.416705
106.205000 0.990778 0.416703 0.416703
106.210000 0.990778 0.416701 0.416701
106.215000 0.990779 0.416700 0.416700
106.220000 0.990779 0.416698 0.416698
106.225000 0.990780 0.416696 0.416696
106.230000 0.990780 0.416694 0.416694
106.235000 0.990780 0.416692 0.416692
106.240000 0.990781 0.416690 0.416690
106.245000 0.990781 0.416688 0.416688
106.250000 0.990782 0.416686 0.416686
106.255000 0.990782 0.416684 0.416684
106.260000 0.990783 0.416682 0.416682
106.265000 0.990783 0.416680 0.416680
106.270000 0.990784 0.416678 0.416678
106.275000 0.990784 0.416677 0.416677
106.280000 0.990785 0.416675 0.416675
106.285000 0.990785 0.416673 0.416673
106.290000 0.990786 0.416671 0.416671
106.295000 0.990786 0.416669 0.416669
106.300000 0.990787 0.416667 0.416667
106.305000 0.990788 0.416665 0.416665
106.310000 0.990788 0.416663 0.416663
106.315000 0.990789 0.416661 0.416661
106.320000 0.990789 0.416659 0.416659
106.325000 0.990790 0.416657 0.416657
106.330000 0.990790 0.416655 0.416655
106.335000 0.990791 0.416653 0.416653
106.340000 0.990791 0.416652 0.416652
106.345000 0.990792 0.416650 0.416650
106.350000 0.990792 0.416648 0.416648
106.355000 0.990793 0.416646 0.416646
106.360000 0.990793 0.416644 0.416644
106.365000 0.990794 0.416642 0.416642
106.370000 0.990794 0.416640 0.416640
106.375000 0.990795 0.416638 0.416638
106.380000 0.990795 0.416636 0.416636
106.385000 0.990796 0.416634 0.416634
106.390000 0.990796 0.416632 0.416632
106.395000 0.990797 0.416630 0.416630
106.400000 0.990798 0.416629 0.416629
106.405000 0.990798 0.416627 0.416627
106.410000 0.990799 0.416625 0.416625
106.415000 0.990799 0.416623 0.416623
106.420000 0.990800 0.416621 0.416621
106.425000 0.990800 0.416619 0.416619
106.430000 0.990801 0.416617 0.416617
106.435000 0.990801 0.416615 0.416615
106.440000 0.990802 0.416613 0.416613
106.445000 0.990803 0.416611 0.416611
106.450000 0.990803 0.416609 0.416609
106.455000 0.990804 0.416607 0.416607
106.460000 0.990804 0.416606 0.416606
106.465000 0.990805 0.416604 0.416604
106.470000 0.990805 0.416602 0.416602
106.475000 0.990806 0.416600 0.416600
106.480000 0.990806 0.416598 0.416598
106.485000 0.990807 0.416596 0.416596
106.490000 0.990808 0.416594 0.416594
106.495000 0.990808 0.416592 0.416592
106.500000 0.990809 0.416590 0.416590
106.505000 0.990809 0.416588 0.416588
106.510000 0.990810 0.416586 0.416586
106.515000 0.990811 0.416584 0.416584
106.520000 0.990811 0.416583 0.416583
106.525000 0.990812 0.416581 0.416581
106.530000 0.990812 0.416579 0.416579
106.535000 0.990813 0.416577 0.416577
106.540000 0.990813 0.416575 0.416575
106.545000 0.990814 0.416573 0.416573
106.550000 0.990815 0.416571 0.416571
106.555000 0.990815 0.416569 0.416569
106.560000 0.990816 0.416567 0.416567
106.565000 0.990816 0.416565 0.416565
106.570000 0.990817 0.416563 0.416563
106.575000 0.990818 0.416562 0.416562
106.580000 0.990818 0.416560 0.416560
106.585000 0.990819 0.416558 0.416558
106.590000 0.990819 0.416556 0.416556
106.595000 0.990820 0.416554 0.416554
106.600000 0.990821 0.416552 0.416552
106.605000 0.990821 0.416550 0.416550
106.610000 0.990822 0.416548 0.416548
106.615000 0.990822 0.416546 0.416546
106.620000 0.990823 0.416544 0.416544
106.625000 0.990824 0.416542 0.416542
106.630000 0.990824 0.416541 0.416541
106.635000 0.990825 0.416539 0.416539
106.640000 0.990826 0.416537 0.416537
106.645000 0.990826 0.416535 0.416535
106.650000 0.990827 0.416533 0.416533
106.655000 0.990827 0.416531 0.416531
106.660000 0.990828 0.416529 0.416529
106.665000 0.990829 0.416527 0.416527
106.670000 0.990829 0.416525 0.416525
106.675000 0.990830 0.416523 0.416523
106.680000 0.990831 0.416521 0.416521
106.685000 0.990831 0.416519 0.416519
106.690000 0.990832 0.416518 0.416518
106.695000 0.990832 0.416516 0.416516
106.700000 0.990833 0.416514 0.416514
106.705000 0.990834 0.416512 0.416512
106.710000 0.990834 0.416510 0.416510
106.715000 0.990835 0.416508 0.416508
106.720000 0.990836 0.416506 0.416506
106.725000 0.990836 0.416504 0.416504
106.730000 0.990837 0.416502 0.416502
106.735000 0.990838 0.416500 0.416500
106.740000 0.990838 0.416498 0.416498
106.745000 0.990839 0.416497 0.416497
106.750000 0.990839 0.416495 0.416495
106.755000 0.990840 0.416493 0.416493
106.760000 0.990841 0.416491 0.416491
106.765000 0.990841 0.416489 0.416489
106.770000 0.990842 0.416487 0.416487
106.775000 0.990843 0.416485 0.416485
106.780000 0.990843 0.416483 0.416483
106.785000 0.990844 0.416481 0.416481
106.790000 0.990845 0.416479 0.416479
106.795000 0.990845 0.416478 0.416478
106.800000 0.990846 0.416476 0.416476
106.805000 0.990847 0.416474 0.416474
106.810000 0.990847 0.416472 0.416472
106.815000 0.990848 0.416470 0.416470
106.820000 0.990849 0.416468 0.416468
106.825000 0.990849 0.416466 0.416466
106.830000 0.990850 0.416464 0.416464
106.835000 0.990851 0.416462 0.416462
106.840000 0.990851 0.416460 0.416460
106.845000 0.990852 0.416458 0.416458
106.850000 0.990853 0.416457 0.416457
106.855000 0.990854 0.416455 0.416455
106.860000 0.990854 0.416453 0.416453
106.865000 0.990855 0.416451 0.416451
106.870000 0.990856 0.416449 0.416449
106.875000 0.990856 0.416447 0.416447
106.880000 0.990857 0.416445 0.416445
106.885000 0.990858 0.416443 0.416443
106.890000 0.990858 0.416441 0.416441
106.895000 0.990859 0.416439 0.416439
106.900000 0.990860 0.416438 0.416438
106.905000 0.990860 0.416436 0.416436
106.910000 0.990861 0.416434 0.416434
106.915000 0.990862 0.416432 0.416432
106.920000 0.990863 0.416430 0.416430
106.925000 0.990863 0.416428 0.416428
106.930000 0.990864 0.416426 0.416426
106.935000 0.990865 0.416424 0.416424
106.940000 0.990865 0.416422 0.416422
106.945000 0.990866 0.416420 0.416420
106.950000 0.990867 0.416418 0.416418
106.955000 0.990868 0.416417 0.416417
106.960000 0.990868 0.416415 0.416415
106.965000 0.990869 0.416413 0.416413
106.970000 0.990870 0.416411 0.416411
106.975000 0.990870 0.416409 0.416409
106.980000 0.990871 0.416407 0.416407
106.985000 0.990872 0.416405 0.416405
106.990000 0.990873 0.416403 0.416403
106.995000 0.990873 0.416401 0.416401
107.000000 0.990874 0.416399 0.416399
107.005000 0.990875 0.416398 0.416398
107.010000 0.990875 0.416396 0.416396
107.015000 0.990876 0.416394 0.416394
107.020000 0.990877 0.416392 0.416392
107.025000 0.990878 0.416390 0.416390
107.030000 0.990878 0.416388 0.416388
107.035000 0.990879 0.416386 0.416386
107.040000 0.990880 0.416384 0.416384
107.045000 0.990881 0.416382 0.416382
107.050000 0.990881 0.416380 0.416380
107.055000 0.990882 0.416379 0.416379
107.060000 0.990883 0.416377 0.416377
107.065000 0.990884 0.416375 0.416375
107.070000 0.990884 0.416373 0.416373
107.075000 0.990885 0.416371 0.416371
107.080000 0.990886 0.416369 0.416369
107.085000 0.990887 0.416367 0.416367
107.090000 0.990887 0.416365 0.416365
107.095000 0.990888 0.416363 0.416363
107.100000 0.990889 0.416362 0.416362
107.105000 0.990890 0.416360 0.416360
107.110000 0.990890 0.416358 0.416358
107.115000 0.990891 0.416356 0.416356
107.120000 0.990892 0.416354 0.416354
107.125000 0.990893 0.416352 0.416352
107.130000 0.990893 0.416350 0.416350
107.135000 0.990894 0.416348 0.416348
107.140000 0.990895 0.416346 0.416346
107.145000 0.990896 0.416344 0.416344
107.150000 0.990896 0.416343 0.416343
107.155000 0.990897 0.416341 0.416341
107.160000 0.990898 0.416339 0.416339
107.165000 0.990899 0.416337 0.416337
107.170000 0.990900 0.416335 0.416335
107.175000 0.990900 0.416333 0.416333
107.180000 0.990901 0.416331 0.416331
107.185000 0.990902 0.416329 0.416329
107.190000 0.990903 0.416327 0.416327
107.195000 0.990903 0.416326 0.416326
107.200000 0.990904 0.416324 0.416324
107.205000 0.990905 0.416322 0.416322
107.210000 0.990906 0.416320 0.416320
107.215000 0.990907 0.416318 0.416318
107.220000 0.990907 0.416316 0.416316
107.225000 0.990908 0.416314 0.416314
107.230000 0.990909 0.416312 0.416312
107.235000 0.990910 0.416310 0.416310
107.240000 0.990911 0.416308 0.416308
107.245000 0.990911 0.416307 0.416307
107.250000 0.990912 0.416305 0.416305
107.255000 0.990913 0.416303 0.416303
107.260000 0.990914 0.416301 0.416301
107.265000 0.990915 0.416299 0.416299
107.270000 0.990915 0.416297 0.416297
107.275000 0.990916 0.416295 0.416295
107.280000 0.990917 0.416293 0.416293
107.285000 0.990918 0.416291 0.416291
107.290000 0.990919 0.416290 0.416290
107.295000 0.990919 0.416288 0.416288
107.300000 0.990920 0.416286 0.416286
107.305000 0.990921 0.416284 0.416284
107.310000 0.990922 0.416282 0.416282
107.315000 0.990923 0.416280 0.416280
107.320000 0.990923 0.416278 0.416278
107.325000 0.990924 0.416276 0.416276
107.330000 0.990925 0.416274 0.416274
107.335000 0.990926 0.416273 0.416273
107.340000 0.990927 0.416271 0.416271
107.345000 0.990928 0.416269 0.416269
107.350000 0.990928 0.416267 0.416267
107.355000 0.990929 0.416265 0.416265
107.360000 0.990930 0.416263 0.416263
107.365000 0.990931 0.416261 0.416261
107.370000 0.990932 0.416259 0.416259
107.375000 0.990933 0.416257 0.416257
107.380000 0.990933 0.416256 0.416256
107.385000 0.990934 0.416254 0.416254
107.390000 0.990935 0.416252 0.416252
107.395000 0.990936 0.416250 0.416250
107.400000 0.990937 0.416248 0.416248
107.405000 0.990938 0.416246 0.416246
107.410000 0.990938 0.416244 0.416244
107.415000 0.990939 0.416242 0.416242
107.420000 0.990940 0.416240 0.416240
107.425000 0.990941 0.416239 0.416239
107.430000 0.990942 0.416237 0.416237
107.435000 0.990943 0.416235 0.416235
107.440000 0.990943 0.416233 0.416233
107.445000 0.990944 0.416231 0.416231
107.450000 0.990945 0.416229 0.416229
107.455000 0.990946 0.416227 0.416227
107.460000 0.990947 0.416225 0.416225
107.465000 0.990948 0.416224 0.416224
107.470000 0.990949 0.416222 0.416222
107.475000 0.990949 0.416220 0.416220
107.480000 0.990950 0.416218 0.416218
107.485000 0.990951 0.416216 0.416216
107.490000 0.990952 0.416214 0.416214
107.495000 0.990953 0.416212 0.416212
107.500000 0.990954 0.416210 0.416210
107.505000 0.990955 0.416208 0.416208
107.510000 0.990956 0.416207 0.416207
107.515000 0.990956 0.416205 0.416205
107.520000 0.990957 0.416203 0.416203
107.525000 0.990958 0.416201 0.416201
107.530000 0.990959 0.416199 0.416199
107.535000 0.990960 0.416197 0.416197
107.540000 0.990961 0.416195 0.416195
107.545000 0.990962 0.416193 0.416193
107.550000 0.990963 0.416192 0.416192
107.555000 0.990963 0.416190 0.416190
107.560000 0.990964 0.416188 0.416188
107.565000 0.990965 0.416186 0.416186
107.570000 0.990966 0.416184 0.416184
107.575000 0.990967 0.416182 0.416182
