#time	prey_t	predator_t
0.000000 2.000000 1.300000
0.005000 1.991164 1.298535
0.010000 1.982340 1.297064
0.015000 1.973528 1.295588
0.020000 1.964727 1.294107
0.025000 1.955938 1.292621
0.030000 1.947160 1.291129
0.035000 1.938395 1.289631
0.040000 1.929641 1.288128
0.045000 1.920900 1.286620
0.050000 1.912171 1.285106
0.055000 1.903454 1.283587
0.060000 1.894750 1.282062
0.065000 1.886058 1.280531
0.070000 1.877378 1.278995
0.075000 1.868711 1.277453
0.080000 1.860057 1.275906
0.085000 1.851416 1.274353
0.090000 1.842787 1.272795
0.095000 1.834172 1.271231
0.100000 1.825570 1.269661
0.105000 1.816981 1.268085
0.110000 1.808405 1.266504
0.115000 1.799842 1.264917
0.120000 1.791293 1.263324
0.125000 1.782758 1.261725
0.130000 1.774236 1.260121
0.135000 1.765728 1.258510
0.140000 1.757233 1.256894
0.145000 1.748753 1.255272
0.150000 1.740287 1.253644
0.155000 1.731835 1.252010
0.160000 1.723397 1.250371
0.165000 1.714973 1.248725
0.170000 1.706564 1.247073
0.175000 1.698169 1.245415
0.180000 1.689789 1.243752
0.185000 1.681423 1.242082
0.190000 1.673073 1.240406
0.195000 1.664737 1.238724
0.200000 1.656416 1.237036
0.205000 1.648111 1.235342
0.210000 1.639820 1.233642
0.215000 1.631545 1.231935
0.220000 1.623285 1.230223
0.225000 1.615041 1.228504
0.230000 1.606812 1.226779
0.235000 1.598599 1.225047
0.240000 1.590402 1.223310
0.245000 1.582220 1.221566
0.250000 1.574055 1.219816
0.255000 1.565906 1.218059
0.260000 1.557773 1.216296
0.265000 1.549656 1.214527
0.270000 1.541555 1.212752
0.275000 1.533471 1.210970
0.280000 1.525404 1.209181
0.285000 1.517353 1.207386
0.290000 1.509320 1.205585
0.295000 1.501303 1.203777
0.300000 1.493303 1.201962
0.305000 1.485320 1.200141
0.310000 1.477354 1.198314
0.315000 1.469406 1.196480
0.320000 1.461475 1.194639
0.325000 1.453562 1.192792
0.330000 1.445666 1.190938
0.335000 1.437788 1.189077
0.340000 1.429928 1.187210
0.345000 1.422086 1.185336
